,YEAR,ROUND,HSEED,HTEAM,fav_prob,upset_prob,LSEED,LTEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB
596,2023,1,3,Baylor,67.30%,32.70%,10,USC,0,0,10.5,2.8,0.0777,1.8,6.2,0,1.8,5.7,-1.9,3.4,1.6,-0.3,10.9,2.7,-1.2,-1.2,3.6
597,2023,1,3,Baylor,15.92%,84.08%,10,Penn State,-3,0,6.2,-1.1,0.0791,-2.4,2.2,4.4,6.8,15.9,6,15.8,5.5,-2.7,4.5,-1.3,-1.1,2.4,4.3
598,2023,1,3,Baylor,31.80%,68.20%,11,North Carolina State,-1,-1,9,0.7,0.0902,1.3,1.6,4.5,0.8,4,4.5,11.9,-2.6,-0.7,2.7,2.3,0,-2.4,4.8
599,2023,1,3,Baylor,24.04%,75.96%,11,Mississippi State,-1,1,19,8.8,0.1038,6.2,5.2,-1.2,-2.1,-0.5,2.1,2.6,3.8,0.3,7.1,10.6,1.4,3.3,4.9
600,2023,1,3,Baylor,67.82%,32.18%,11,Providence,0,1,7.4,-1.5,0.1047,1.6,1.4,1.2,3,-0.5,4.4,0.4,5.9,-0.1,3.7,2.1,-1.7,0,4.7
601,2023,1,3,Baylor,73.11%,26.89%,11,Nevada,0,0,12.9,3.3,0.1059,2.6,2.4,2.9,1.2,11.8,6,-2.3,0,0.5,4,3.4,-0.3,1,4.3
602,2023,1,3,Baylor,29.54%,70.46%,11,Arizona State,-2,0,16.6,5.7,0.124,5.6,5,1.2,-0.7,5.1,-0.7,6.4,-2,2.9,9.5,5.8,-1.4,-1.4,4.4
603,2023,1,3,Baylor,42.31%,57.69%,11,Pittsburgh,-1,0,9.2,-3.2,0.1679,-0.1,2.2,1.7,3.2,4.3,2.9,4.8,0.8,-1.9,4.7,1.2,-1.2,-0.3,6.2
604,2023,1,3,Baylor,18.45%,81.55%,12,Drake,-2,-5,12.4,4.1,0.0846,0,4.1,2.6,2.2,10.4,8.7,8.4,4.7,-1.1,5.8,0.5,1,0.6,5.9
605,2023,1,3,Baylor,10.67%,89.33%,12,VCU,-2,-5,17,6.8,0.1069,0.9,4.4,-1.4,-4.2,5.7,1.3,-4.6,0.9,-1.5,7.1,2.5,-0.1,-1.1,4.6
606,2023,1,3,Baylor,13.00%,87.00%,12,Oral Roberts,-2,-8,9.6,-0.7,0.1256,-3,2.9,4.9,2.3,10.2,3.7,12.6,9.4,-5.8,6.7,0.2,-2,-3.5,3.7
607,2023,1,3,Baylor,14.63%,85.37%,12,College of Charleston,-2,-9,12.8,2,0.1288,1.6,3.5,1.4,0.6,-0.4,5.6,4.5,6.7,-2.1,4.2,3.9,1.9,-4.2,3.9
608,2023,1,3,Baylor,12.79%,87.21%,13,Iona,-2,-5,13.1,2.3,0.1275,1.3,5.5,2.8,-1,2.7,0.6,8.2,0.2,0,6.3,1.2,3,-1.7,7.2
609,2023,1,3,Baylor,9.84%,90.16%,13,Kent State,-2,-6,15.4,3.6,0.1439,1.8,4.2,1.8,-2.7,3.8,0.9,5.2,-7.4,-1.4,5.5,4,1.3,-1.1,4.6
610,2023,1,3,Baylor,40.53%,59.47%,13,Louisiana Lafayette,-1,-4,10.7,-2,0.1729,0.1,0.8,0.6,1.8,0.9,4.7,-0.5,-2.4,-1.4,4.1,0.6,-3.7,-1.5,6
611,2023,1,3,Baylor,9.60%,90.40%,13,Furman,-2,-5,9.3,-4.2,0.1916,-2.5,0.8,2.3,1.5,5.1,4,2.5,-0.4,-8.3,2.1,2.8,-0.9,-1.5,7.6
612,2023,1,3,Baylor,26.92%,73.08%,14,Montana State,-2,-3,17.5,2.4,0.2167,2.2,2,0.5,-0.2,9,5.6,-7.2,-4.1,-1.6,5.3,5.2,-2.6,0.6,8.3
613,2023,1,3,Baylor,22.58%,77.42%,14,Kennesaw State,-2,-4,16.7,-0.6,0.2747,0.2,0.2,0.2,0.3,7.2,5.3,0.7,-4.8,-0.5,2.8,0.1,-2.6,-1.6,6.9
614,2023,1,3,Baylor,21.96%,78.04%,14,Grand Canyon,-3,-2,11.1,-6.1,0.278,0.2,4.2,-0.3,4.9,4.2,0.8,-0.6,-1.8,0.3,6.5,-0.4,0.2,2,9.2
615,2023,1,3,Baylor,13.81%,86.19%,14,UC Santa Barbara,-2,-5,12.1,-5.3,0.2831,-1.1,1.6,1.3,1.2,8.1,5,2.3,2.2,-4,4.4,2.1,-2.3,2.3,6.8
616,2023,1,3,Baylor,31.45%,68.55%,15,Vermont,-1,-1,12.7,-2,0.215,-1.8,0.7,3.9,3.1,15.4,8.6,8.8,4.5,-4.7,3.3,1,-2.4,2.3,9.4
617,2023,1,3,Baylor,9.73%,90.27%,15,Colgate,-2,-4,10.6,-5.4,0.2481,-5.5,-0.5,3.2,2.3,9.8,7,9.6,11.1,-6.3,1.8,-3.7,-2.7,-0.8,9.2
618,2023,1,3,Baylor,96.06%,3.94%,15,Princeton,3,1,14.3,-2.2,0.256,0.6,3.4,1.2,5.4,6.3,8.3,5,2.1,-2.7,6.1,3.2,-0.9,-0.5,8.8
619,2023,1,3,Baylor,29.60%,70.40%,15,UNC Asheville,-2,-5,20.5,-2.3,0.421,-0.8,3.4,-1.9,2,8.9,2.4,-4.1,4.6,-0.6,4.2,-1.6,1.7,-1.4,7.4
620,2023,1,3,Baylor,10.99%,89.01%,16,Northern Kentucky,-2,0,20,-1.5,0.3869,3.3,0.1,0.6,-3.3,3.4,-1.7,9.8,0.6,3.1,4.4,2,-4.5,5.1,12.2
621,2023,1,3,Baylor,37.18%,62.82%,16,Texas A&M Corpus Chris,-1,-1,17,-6.6,0.446,1.9,-1,0.1,-1,2.2,3.2,2.8,-7.2,1.8,-0.8,0.3,-1.1,-2.2,11.6
622,2023,1,3,Baylor,16.48%,83.52%,16,Howard,-2,0,19.9,-5.8,0.5004,1.1,0.8,-4.7,-0.8,0.9,-0.5,4.4,-3.2,0.9,2.5,0,-1.4,-2,12.9
623,2023,1,3,Baylor,28.70%,71.30%,16,Southeast Missouri State,-3,3,22.8,-7.5,0.6161,3.1,-0.2,0.8,0.9,9.4,3.2,-1.1,-12.2,0.8,2.5,3.9,-3.1,-5.2,17.1
624,2023,1,3,Baylor,49.39%,50.61%,16,Texas Southern,-2,8,26.7,-4.5,0.6426,6.9,2.1,-2.2,1.4,5.4,3.4,2.3,-6.7,3.4,4.6,8.5,-1.4,-2.4,19
625,2023,1,3,Baylor,15.10%,84.90%,16,Fairleigh Dickinson,-2,3,17.2,-17.8,0.6946,1.6,-4.4,1.8,-1.5,3.3,2.2,9.3,-3.4,-0.6,-2.8,2.8,-4.7,-1.8,17.9
626,2023,1,3,Xavier,82.62%,17.38%,3,Kansas State,2,2,7.6,6,0.0048,4.1,2.9,-2.5,-4.2,0.7,-3.8,-6.2,-9.6,2.2,-0.1,5.5,5.8,0.4,0.4
627,2023,1,3,Xavier,42.14%,57.86%,4,Tennessee,1,2,6.8,11.5,-0.0555,5.3,8,-0.6,-5.7,-5,-1.5,-0.1,-7.8,3,4.1,6.6,9.7,4.8,2
628,2023,1,3,Xavier,46.52%,53.48%,4,Connecticut,1,0,-0.6,5.6,-0.0553,2.1,4.9,-1.4,-2.9,-7.4,-0.8,-0.6,-11.6,0.6,2.9,3.8,5.9,3.4,0.1
629,2023,1,3,Xavier,82.98%,17.02%,4,Virginia,2,0,8.7,5.1,0.0298,4.3,2.1,3.8,-3.2,6.3,0.4,-3.7,1,3.6,2.2,4.2,1.9,9,1.1
630,2023,1,3,Xavier,75.88%,24.12%,4,Indiana,1,3,5.6,2.3,0.0319,1.8,3.1,0.6,0.2,3.8,-2.5,0.7,-3.5,0.8,3,2.5,2.7,2.3,1.8
631,2023,1,3,Xavier,54.63%,45.37%,5,Saint Mary's,1,-1,6,9.1,-0.0418,3.1,3.7,1.1,-2.5,-1.3,3.6,-0.4,-3.2,3,3.1,2.8,3.1,8.3,1.2
632,2023,1,3,Xavier,69.43%,30.57%,5,San Diego State,1,-2,6.2,9.1,-0.0406,5.5,2.9,-0.1,-3.1,0.1,-0.4,-3.5,-2.3,4.6,-1.2,5.1,6.7,4.3,-1.4
633,2023,1,3,Xavier,49.69%,50.31%,5,Duke,0,-1,6.4,5.4,-0.001,4.5,4.1,-0.7,-0.1,-4.4,-0.5,0,3,2.6,2,5.9,5.5,5.2,0.8
634,2023,1,3,Xavier,77.26%,22.74%,5,Miami FL,2,0,0.8,-3,0.0497,0.6,-0.9,1.1,-1.6,-0.2,-3.6,0.8,3,-0.9,-3.1,2.7,2.3,1.6,1.6
635,2023,1,3,Xavier,78.72%,21.28%,6,Creighton,1,4,4.6,5.7,-0.0208,1.3,3.1,0.9,2.2,6.3,2.1,2.7,7.3,-0.5,3.1,3.5,1.8,2.5,3.2
636,2023,1,3,Xavier,50.53%,49.47%,6,Iowa State,2,6,9.4,8.1,-0.0029,4.9,0.3,-2.3,-8.6,-2.1,-1.2,3,-12.9,3.3,-0.9,5.6,2.1,6.2,2.4
637,2023,1,3,Xavier,64.48%,35.52%,6,TCU,1,4,7,5.1,0.0095,5.4,2.6,0.4,-5.4,-0.6,-5.3,-3.1,-2.6,2.1,-0.4,8.9,5.5,0.6,2.5
638,2023,1,3,Xavier,86.50%,13.50%,6,Kentucky,2,4,2.4,0.5,0.0191,4.4,1.6,0.2,-0.3,-6.9,-0.1,-1.7,-2.8,3.6,0.4,4.1,2.8,4.4,3.1
639,2023,1,3,Xavier,61.01%,38.99%,7,Texas A&M,0,0,4.1,4.6,-0.0138,6.6,2.5,-0.8,-4.6,-4.9,-5,-15.1,-8,5,1.3,6.7,3.6,4.2,1
640,2023,1,3,Xavier,96.61%,3.39%,7,Michigan State,3,6,6.2,3.2,0.026,4,2.3,1.1,1.8,4.4,0.2,5,-1.5,6.3,0.1,0,4.4,5.5,2.7
641,2023,1,3,Xavier,87.24%,12.76%,7,Northwestern,2,4,10.6,6.2,0.038,8.4,2,2.7,-5.2,3.5,-1.9,1.1,-4.5,7.5,2.1,7.4,2,5.4,3.6
642,2023,1,3,Xavier,38.65%,61.35%,7,Missouri,1,1,0.7,-4.9,0.0791,0.5,-1.9,1.5,-7.8,5,-11.9,1.3,-8.1,-1.9,-3,3.4,0.5,1.1,1.1
643,2023,1,3,Xavier,45.44%,54.56%,8,Memphis,0,-1,3.6,4.4,-0.0156,2.4,3.6,-0.9,-4.4,0.8,-6.9,-5.1,-7.8,0.9,1.5,3.9,5.1,-1.1,0
644,2023,1,3,Xavier,68.71%,31.29%,8,Arkansas,1,5,6.8,6.4,-0.0088,3.6,3.9,-0.8,-3.9,1.3,-2.8,-8,-11.8,0.2,1.8,7.8,5.3,0.8,4.2
645,2023,1,3,Xavier,71.31%,28.69%,8,Maryland,1,4,6,3.2,0.0234,4.5,2.5,1.3,-1.9,1.6,-1.8,-3,-0.7,2,1,6.5,3.8,5.7,4.3
646,2023,1,3,Xavier,89.01%,10.99%,8,Iowa,2,6,-1.4,-5,0.0496,3.7,-2.9,3.4,-2,-0.4,-2.2,-1.8,3.7,1.9,-3.9,5.2,-0.7,0.8,4.9
647,2023,1,3,Xavier,72.50%,27.50%,9,West Virginia,1,6,1.8,2.1,-0.0076,3.9,-0.3,-1,-4.4,-1.9,-3.9,-8.9,-11.4,2.7,-1.8,4.7,1.8,1.7,3.3
648,2023,1,3,Xavier,86.86%,13.14%,9,Auburn,2,5,6.1,4.9,0.0024,6,4.8,-0.6,-2.8,-1.5,-6.6,-4.7,-12,3,1.8,8.1,7.1,2.7,3.6
649,2023,1,3,Xavier,35.23%,64.77%,9,Florida Atlantic,0,-6,6.4,3.3,0.0279,0.6,4.5,0.8,-1.8,1.4,0.9,1.3,0.4,-0.3,3.9,2.3,3.9,2.2,0.8
650,2023,1,3,Xavier,81.67%,18.33%,9,Illinois,2,5,9.1,3.5,0.0619,4,3.5,-0.7,-2.1,-0.5,-1.4,-3,-2.5,-1.3,3.4,8.6,2.3,0.7,4.4
651,2023,1,3,Xavier,61.56%,38.44%,10,Utah State,0,-1,2,1.2,0.0054,0,2.6,0.1,0.7,4.4,0.6,-4.7,-3.1,-0.1,2.8,1,1.6,1.6,1.2
652,2023,1,3,Xavier,74.53%,25.47%,10,Boise State,1,1,8.8,5.4,0.0268,3.7,3.1,0.8,-1.2,5.4,1.6,0.1,-0.3,3.3,0.9,3.5,4.9,3.9,2.2
653,2023,1,3,Xavier,90.19%,9.81%,10,USC,2,3,6.6,1.7,0.055,4.3,5.2,-0.6,-1.6,2.8,-7.6,-3,-2.7,2.9,6.3,5,2.5,2.2,3
654,2023,1,3,Xavier,45.82%,54.18%,10,Penn State,-1,3,2.3,-2.2,0.0564,0.1,1.2,3.8,3.4,13,0.3,9.4,1.2,0.5,-0.1,1,2.6,5.8,3.7
655,2023,1,3,Xavier,67.55%,32.45%,11,North Carolina State,1,2,5.1,-0.4,0.0675,3.8,0.6,3.9,-2.6,1.1,-1.2,5.5,-6.9,2.5,-1.9,4.6,3.7,1,4.2
656,2023,1,3,Xavier,58.56%,41.44%,11,Mississippi State,1,4,15.1,7.7,0.0811,8.7,4.2,-1.8,-5.5,-3.4,-3.6,-3.8,-0.5,3.5,2.5,12.9,5.1,6.7,4.3
657,2023,1,3,Xavier,90.39%,9.61%,11,Providence,2,4,3.5,-2.6,0.082,4.1,0.4,0.6,-0.4,-3.4,-1.3,-6,1.6,3.1,-0.9,4.4,2,3.4,4.1
658,2023,1,3,Xavier,92.39%,7.61%,11,Nevada,2,3,9,2.2,0.0832,5.1,1.4,2.3,-2.2,8.9,0.3,-8.7,-4.3,3.7,-0.6,5.7,3.4,4.4,3.7
659,2023,1,3,Xavier,65.19%,34.81%,11,Arizona State,0,3,12.7,4.6,0.1013,8.1,4,0.6,-4.1,2.2,-6.4,0,-6.3,6.1,4.9,8.1,2.3,2,3.8
660,2023,1,3,Xavier,76.61%,23.39%,11,Pittsburgh,1,3,5.3,-4.3,0.1452,2.4,1.2,1.1,-0.2,1.4,-2.8,-1.6,-3.5,1.3,0.1,3.5,2.5,3.1,5.6
661,2023,1,3,Xavier,50.25%,49.75%,12,Drake,0,-2,8.5,3,0.0619,2.5,3.1,2,-1.2,7.5,3,2,0.4,2.1,1.2,2.8,4.7,4,5.3
662,2023,1,3,Xavier,34.77%,65.23%,12,VCU,0,-2,13.1,5.7,0.0842,3.4,3.4,-2,-7.6,2.8,-4.4,-11,-3.4,1.7,2.5,4.8,3.6,2.3,4
663,2023,1,3,Xavier,40.02%,59.98%,12,Oral Roberts,0,-5,5.7,-1.8,0.1029,-0.5,1.9,4.3,-1.1,7.3,-2,6.2,5.1,-2.6,2.1,2.5,1.7,-0.1,3.1
664,2023,1,3,Xavier,43.35%,56.65%,12,College of Charleston,0,-6,8.9,0.9,0.1061,4.1,2.5,0.8,-2.8,-3.3,-0.1,-1.9,2.4,1.1,-0.4,6.2,5.6,-0.8,3.3
665,2023,1,3,Xavier,39.57%,60.43%,13,Iona,0,-2,9.2,1.2,0.1048,3.8,4.5,2.2,-4.4,-0.2,-5.1,1.8,-4.1,3.2,1.7,3.5,6.7,1.7,6.6
666,2023,1,3,Xavier,32.75%,67.25%,13,Kent State,0,-3,11.5,2.5,0.1212,4.3,3.2,1.2,-6.1,0.9,-4.8,-1.2,-11.7,1.8,0.9,6.3,5,2.3,4
667,2023,1,3,Xavier,75.27%,24.73%,13,Louisiana Lafayette,1,-1,6.8,-3.1,0.1502,2.6,-0.2,0,-1.6,-2,-1,-6.9,-6.7,1.8,-0.5,2.9,0,1.9,5.4
668,2023,1,3,Xavier,32.17%,67.83%,13,Furman,0,-2,5.4,-5.3,0.1689,0,-0.2,1.7,-1.9,2.2,-1.7,-3.9,-4.7,-5.1,-2.5,5.1,2.8,1.9,7
669,2023,1,3,Xavier,62.18%,37.82%,14,Montana State,0,0,13.6,1.3,0.194,4.7,1,-0.1,-3.6,6.1,-0.1,-13.6,-8.4,1.6,0.7,7.5,1.1,4,7.7
670,2023,1,3,Xavier,56.57%,43.43%,14,Kennesaw State,0,-1,12.8,-1.7,0.252,2.7,-0.8,-0.4,-3.1,4.3,-0.4,-5.7,-9.1,2.7,-1.8,2.4,1.1,1.8,6.3
671,2023,1,3,Xavier,55.68%,44.32%,14,Grand Canyon,-1,1,7.2,-7.2,0.2553,2.7,3.2,-0.9,1.5,1.3,-4.9,-7,-6.1,3.5,1.9,1.9,3.9,5.4,8.6
672,2023,1,3,Xavier,41.71%,58.29%,14,UC Santa Barbara,0,-2,8.2,-6.4,0.2604,1.4,0.6,0.7,-2.2,5.2,-0.7,-4.1,-2.1,-0.8,-0.2,4.4,1.4,5.7,6.2
673,2023,1,3,Xavier,67.20%,32.80%,15,Vermont,1,2,8.8,-3.1,0.1923,0.7,-0.3,3.3,-0.3,12.5,2.9,2.4,0.2,-1.5,-1.3,3.3,1.3,5.7,8.8
674,2023,1,3,Xavier,32.48%,67.52%,15,Colgate,0,-1,6.7,-6.5,0.2254,-3,-1.5,2.6,-1.1,6.9,1.3,3.2,6.8,-3.1,-2.8,-1.4,1,2.6,8.6
675,2023,1,3,Xavier,99.09%,0.91%,15,Princeton,5,4,10.4,-3.3,0.2333,3.1,2.4,0.6,2,3.4,2.6,-1.4,-2.2,0.5,1.5,5.5,2.8,2.9,8.2
676,2023,1,3,Xavier,65.25%,34.75%,15,UNC Asheville,0,-2,16.6,-3.4,0.3983,1.7,2.4,-2.5,-1.4,6,-3.3,-10.5,0.3,2.6,-0.4,0.7,5.4,2,6.8
677,2023,1,3,Xavier,35.54%,64.46%,16,Northern Kentucky,0,3,16.1,-2.6,0.3642,5.8,-0.9,0,-6.7,0.5,-7.4,3.4,-3.7,6.3,-0.2,4.3,-0.8,8.5,11.6
678,2023,1,3,Xavier,72.54%,27.46%,16,Texas A&M Corpus Chris,1,2,13.1,-7.7,0.4233,4.4,-2,-0.5,-4.4,-0.7,-2.5,-3.6,-11.5,5,-5.4,2.6,2.6,1.2,11
679,2023,1,3,Xavier,46.83%,53.17%,16,Howard,0,3,16,-6.9,0.4777,3.6,-0.2,-5.3,-4.2,-2,-6.2,-2,-7.5,4.1,-2.1,2.3,2.3,1.4,12.3
680,2023,1,3,Xavier,64.25%,35.75%,16,Southeast Missouri State,-1,6,18.9,-8.6,0.5934,5.6,-1.2,0.2,-2.5,6.5,-2.5,-7.5,-16.5,4,-2.1,6.2,0.6,-1.8,16.5
681,2023,1,3,Xavier,81.33%,18.67%,16,Texas Southern,0,11,22.8,-5.6,0.6199,9.4,1.1,-2.8,-2,2.5,-2.3,-4.1,-11,6.6,0,10.8,2.3,1,18.4
682,2023,1,3,Xavier,44.26%,55.74%,16,Fairleigh Dickinson,0,6,13.3,-18.9,0.6719,4.1,-5.4,1.2,-4.9,0.4,-3.5,2.9,-7.7,2.6,-7.4,5.1,-1,1.6,17.3
683,2023,1,3,Kansas State,14.63%,85.37%,4,Tennessee,-1,0,-0.8,5.5,-0.0603,1.2,5.1,1.9,-1.5,-5.7,2.3,6.1,1.8,0.8,4.2,1.1,3.9,4.4,1.6
684,2023,1,3,Kansas State,16.99%,83.01%,4,Connecticut,-1,-2,-8.2,-0.4,-0.0601,-2,2,1.1,1.3,-8.1,3,5.6,-2,-1.6,3,-1.7,0.1,3,-0.3
685,2023,1,3,Kansas State,53.42%,46.58%,4,Virginia,0,-2,1.1,-0.9,0.025,0.2,-0.8,6.3,1,5.6,4.2,2.5,10.6,1.4,2.3,-1.3,-3.9,8.6,0.7
686,2023,1,3,Kansas State,42.54%,57.46%,4,Indiana,-1,1,-2,-3.7,0.0271,-2.3,0.2,3.1,4.4,3.1,1.3,6.9,6.1,-1.4,3.1,-3,-3.1,1.9,1.4
687,2023,1,3,Kansas State,22.07%,77.93%,5,Saint Mary's,-1,-3,-1.6,3.1,-0.0466,-1,0.8,3.6,1.7,-2,7.4,5.8,6.4,0.8,3.2,-2.7,-2.7,7.9,0.8
688,2023,1,3,Kansas State,34.82%,65.18%,5,San Diego State,-1,-4,-1.4,3.1,-0.0454,1.4,0,2.4,1.1,-0.6,3.4,2.7,7.3,2.4,-1.1,-0.4,0.9,3.9,-1.8
689,2023,1,3,Kansas State,18.86%,81.14%,5,Duke,-2,-3,-1.2,-0.6,-0.0058,0.4,1.2,1.8,4.1,-5.1,3.3,6.2,12.6,0.4,2.1,0.4,-0.3,4.8,0.4
690,2023,1,3,Kansas State,44.42%,55.58%,5,Miami FL,0,-2,-6.8,-9,0.0449,-3.5,-3.8,3.6,2.6,-0.9,0.2,7,12.6,-3.1,-3,-2.8,-3.5,1.2,1.2
691,2023,1,3,Kansas State,46.54%,53.46%,6,Creighton,-1,2,-3,-0.3,-0.0256,-2.8,0.2,3.4,6.4,5.6,5.9,8.9,16.9,-2.7,3.2,-2,-4,2.1,2.8
692,2023,1,3,Kansas State,19.38%,80.62%,6,Iowa State,0,4,1.8,2.1,-0.0077,0.8,-2.6,0.2,-4.4,-2.8,2.6,9.2,-3.3,1.1,-0.8,0.1,-3.7,5.8,2
693,2023,1,3,Kansas State,29.93%,70.07%,6,TCU,-1,2,-0.6,-0.9,0.0047,1.3,-0.3,2.9,-1.2,-1.3,-1.5,3.1,7,-0.1,-0.3,3.4,-0.3,0.2,2.1
694,2023,1,3,Kansas State,60.13%,39.87%,6,Kentucky,0,2,-5.2,-5.5,0.0143,0.3,-1.3,2.7,3.9,-7.6,3.7,4.5,6.8,1.4,0.5,-1.4,-3,4,2.7
695,2023,1,3,Kansas State,26.91%,73.09%,7,Texas A&M,-2,-2,-3.5,-1.4,-0.0186,2.5,-0.4,1.7,-0.4,-5.6,-1.2,-8.9,1.6,2.8,1.4,1.2,-2.2,3.8,0.6
696,2023,1,3,Kansas State,87.03%,12.97%,7,Michigan State,1,4,-1.4,-2.8,0.0212,-0.1,-0.6,3.6,6,3.7,4,11.2,8.1,4.1,0.2,-5.5,-1.4,5.1,2.3
697,2023,1,3,Kansas State,61.66%,38.34%,7,Northwestern,0,2,3,0.2,0.0332,4.3,-0.9,5.2,-1,2.8,1.9,7.3,5.1,5.3,2.2,1.9,-3.8,5,3.2
698,2023,1,3,Kansas State,12.91%,87.09%,7,Missouri,-1,-1,-6.9,-10.9,0.0743,-3.6,-4.8,4,-3.6,4.3,-8.1,7.5,1.5,-4.1,-2.9,-2.1,-5.3,0.7,0.7
699,2023,1,3,Kansas State,16.38%,83.62%,8,Memphis,-2,-3,-4,-1.6,-0.0204,-1.7,0.7,1.6,-0.2,0.1,-3.1,1.1,1.8,-1.3,1.6,-1.6,-0.7,-1.5,-0.4
700,2023,1,3,Kansas State,34.07%,65.93%,8,Arkansas,-1,3,-0.8,0.4,-0.0136,-0.5,1,1.7,0.3,0.6,1,-1.8,-2.2,-2,1.9,2.3,-0.5,0.4,3.8
701,2023,1,3,Kansas State,36.90%,63.10%,8,Maryland,-1,2,-1.6,-2.8,0.0186,0.4,-0.4,3.8,2.3,0.9,2,3.2,8.9,-0.2,1.1,1,-2,5.3,3.9
702,2023,1,3,Kansas State,65.58%,34.42%,8,Iowa,0,4,-9,-11,0.0448,-0.4,-5.8,5.9,2.2,-1.1,1.6,4.4,13.3,-0.3,-3.8,-0.3,-6.5,0.4,4.5
703,2023,1,3,Kansas State,38.29%,61.71%,9,West Virginia,-1,4,-5.8,-3.9,-0.0124,-0.2,-3.2,1.5,-0.2,-2.6,-0.1,-2.7,-1.8,0.5,-1.7,-0.8,-4,1.3,2.9
704,2023,1,3,Kansas State,60.86%,39.14%,9,Auburn,0,3,-1.5,-1.1,-0.0024,1.9,1.9,1.9,1.4,-2.2,-2.8,1.5,-2.4,0.8,1.9,2.6,1.3,2.3,3.2
705,2023,1,3,Kansas State,11.35%,88.65%,9,Florida Atlantic,-2,-8,-1.2,-2.7,0.0231,-3.5,1.6,3.3,2.4,0.7,4.7,7.5,10,-2.5,4,-3.2,-1.9,1.8,0.4
706,2023,1,3,Kansas State,51.18%,48.82%,9,Illinois,0,3,1.5,-2.5,0.0571,-0.1,0.6,1.8,2.1,-1.2,2.4,3.2,7.1,-3.5,3.5,3.1,-3.5,0.3,4
707,2023,1,3,Kansas State,27.37%,72.63%,10,Utah State,-2,-3,-5.6,-4.8,0.0006,-4.1,-0.3,2.6,4.9,3.7,4.4,1.5,6.5,-2.3,2.9,-4.5,-4.2,1.2,0.8
708,2023,1,3,Kansas State,40.78%,59.22%,10,Boise State,-1,-1,1.2,-0.6,0.022,-0.4,0.2,3.3,3,4.7,5.4,6.3,9.3,1.1,1,-2,-0.9,3.5,1.8
709,2023,1,3,Kansas State,68.37%,31.63%,10,USC,0,1,-1,-4.3,0.0502,0.2,2.3,1.9,2.6,2.1,-3.8,3.2,6.9,0.7,6.4,-0.5,-3.3,1.8,2.6
710,2023,1,3,Kansas State,16.60%,83.40%,10,Penn State,-3,1,-5.3,-8.2,0.0516,-4,-1.7,6.3,7.6,12.3,4.1,15.6,10.8,-1.7,0,-4.5,-3.2,5.4,3.3
711,2023,1,3,Kansas State,32.87%,67.13%,11,North Carolina State,-1,0,-2.5,-6.4,0.0627,-0.3,-2.3,6.4,1.6,0.4,2.6,11.7,2.7,0.3,-1.8,-0.9,-2.1,0.6,3.8
712,2023,1,3,Kansas State,24.96%,75.04%,11,Mississippi State,-1,2,7.5,1.7,0.0763,4.6,1.3,0.7,-1.3,-4.1,0.2,2.4,9.1,1.3,2.6,7.4,-0.7,6.3,3.9
713,2023,1,3,Kansas State,68.89%,31.11%,11,Providence,0,2,-4.1,-8.6,0.0772,0,-2.5,3.1,3.8,-4.1,2.5,0.2,11.2,0.9,-0.8,-1.1,-3.8,3,3.7
714,2023,1,3,Kansas State,74.07%,25.93%,11,Nevada,0,1,1.4,-3.8,0.0784,1,-1.5,4.8,2,8.2,4.1,-2.5,5.3,1.5,-0.5,0.2,-2.4,4,3.3
715,2023,1,3,Kansas State,30.58%,69.42%,11,Arizona State,-2,1,5.1,-1.4,0.0965,4,1.1,3.1,0.1,1.5,-2.6,6.2,3.3,3.9,5,2.6,-3.5,1.6,3.4
716,2023,1,3,Kansas State,43.52%,56.48%,11,Pittsburgh,-1,1,-2.3,-10.3,0.1404,-1.7,-1.7,3.6,4,0.7,1,4.6,6.1,-0.9,0.2,-2,-3.3,2.7,5.2
717,2023,1,3,Kansas State,19.20%,80.80%,12,Drake,-2,-4,0.9,-3,0.0571,-1.6,0.2,4.5,3,6.8,6.8,8.2,10,-0.1,1.3,-2.7,-1.1,3.6,4.9
718,2023,1,3,Kansas State,11.14%,88.86%,12,VCU,-2,-4,5.5,-0.3,0.0794,-0.7,0.5,0.5,-3.4,2.1,-0.6,-4.8,6.2,-0.5,2.6,-0.7,-2.2,1.9,3.6
719,2023,1,3,Kansas State,13.57%,86.43%,12,Oral Roberts,-2,-7,-1.9,-7.8,0.0981,-4.6,-1,6.8,3.1,6.6,1.8,12.4,14.7,-4.8,2.2,-3,-4.1,-0.5,2.7
720,2023,1,3,Kansas State,15.26%,84.74%,12,College of Charleston,-2,-8,1.3,-5.1,0.1013,0,-0.4,3.3,1.4,-4,3.7,4.3,12,-1.1,-0.3,0.7,-0.2,-1.2,2.9
721,2023,1,3,Kansas State,13.35%,86.65%,13,Iona,-2,-4,1.6,-4.8,0.1,-0.3,1.6,4.7,-0.2,-0.9,-1.3,8,5.5,1,1.8,-2,0.9,1.3,6.2
722,2023,1,3,Kansas State,10.28%,89.72%,13,Kent State,-2,-5,3.9,-3.5,0.1164,0.2,0.3,3.7,-1.9,0.2,-1,5,-2.1,-0.4,1,0.8,-0.8,1.9,3.6
